ts,source,can_id,dlc,b0,b1,b2,b3,b4,b5,b6,b7,label
1478200872.342252,DoS,848,8,5,32,4,104,117,0,0,60,0
1478201098.200709,RPM,809,8,12,189,127,20,17,32,0,20,0
1478192233.226973,RPM,305,8,14,128,0,0,17,127,13,53,0
1478200867.192431,RPM,704,8,20,0,0,0,0,0,0,0,0
1478192643.544253,RPM,672,8,32,0,147,29,150,2,189,0,0
1479121496.781655,Normal,1349,8,216,0,0,141,0,0,0,0,0
1479121878.204669,Normal,1087,8,1,69,96,255,106,0,0,0,0
1478200774.799616,DoS,880,8,0,32,0,0,0,0,0,0,0
1478192489.966086,RPM,790,8,69,41,36,255,41,36,0,255,1
1478192111.99487,RPM,790,8,69,41,36,255,41,36,0,255,1
1478199757.244049,DoS,704,8,20,0,0,0,0,0,0,0,0
1478192408.314246,RPM,880,8,0,32,0,0,0,0,0,0,0
1478192265.025726,RPM,320,8,0,0,0,0,14,35,41,208,0
1478201206.790717,RPM,880,8,0,32,0,0,0,0,0,0,0
1478201010.371712,RPM,2,8,0,0,0,0,0,3,12,66,0
1478191688.598139,RPM,809,8,135,191,126,20,17,32,0,20,0
1479121560.412978,Normal,2,8,0,0,0,0,0,6,13,62,0
1479121806.006808,Normal,1680,8,0,0,0,0,160,33,0,0,0
1478192407.531495,RPM,704,8,21,0,0,0,0,0,0,0,0
1478200947.084056,RPM,305,8,238,127,0,0,63,127,3,179,0
1479121824.590277,Normal,848,8,5,40,52,105,105,0,0,25,0
1478195084.15189,gear,672,8,96,0,151,29,151,2,189,0,0
1478192840.355904,RPM,2,8,0,0,0,0,0,4,9,210,0
1478192651.944827,RPM,848,8,5,32,84,104,120,0,0,97,0
1478191762.811937,RPM,320,8,0,0,0,0,6,38,41,189,0
1478200819.550263,RPM,1087,8,0,64,96,255,126,210,8,0,0
1478201047.601705,RPM,790,8,5,33,48,10,33,30,0,111,0
1478192676.78022,RPM,790,8,69,41,36,255,41,36,0,255,1
1478196504.79852,Fuzzy,704,8,20,0,0,0,0,0,0,0,0
1478194674.252384,gear,809,8,134,191,127,20,17,32,0,20,0
1478192865.619253,RPM,790,8,5,34,92,9,34,32,0,112,0
1478191799.785697,RPM,848,8,5,32,20,104,117,0,0,44,0
1478191996.880623,RPM,790,8,5,34,92,9,34,32,0,114,0
1478201085.908813,RPM,304,8,23,128,0,255,35,128,14,232,0
1478200845.280955,RPM,1349,8,216,0,0,136,0,0,0,0,0
1478192778.92184,RPM,672,8,32,0,147,29,150,2,189,0,0
1478200865.807407,RPM,304,8,30,128,0,255,0,128,3,90,0
1478201057.722622,RPM,880,8,0,32,0,0,0,0,0,0,0
1478192355.511639,RPM,1087,8,0,64,96,255,121,96,9,0,0
1478191165.383523,RPM,339,8,0,33,16,255,0,255,0,0,0
1478191978.29663,RPM,608,8,25,34,34,48,255,143,118,22,0
1478191551.081768,RPM,399,8,254,70,0,0,0,65,0,0,0
1478201049.34058,RPM,399,8,254,91,0,0,0,65,0,0,0
1479121594.169072,Normal,848,8,5,40,148,102,106,0,0,181,0
1478192409.745963,RPM,790,8,69,41,36,255,41,36,0,255,1
1478200748.132396,Fuzzy,304,8,29,128,0,255,234,127,11,139,0
1478191793.487518,RPM,848,8,5,32,180,104,116,0,0,141,0
1478192796.546525,RPM,790,8,5,33,128,9,33,31,0,112,0
1478200822.249457,RPM,399,8,254,86,0,0,0,60,0,0,0
1478191092.756686,RPM,880,8,0,32,0,0,0,0,0,0,0
1478196290.231683,Fuzzy,608,8,25,34,34,48,8,142,111,55,0
1479121628.67975,Normal,339,8,0,0,0,255,0,255,0,0,0
1479121824.667755,Normal,1520,2,244,0,0,0,0,0,0,0,0
1478195875.078422,Fuzzy,1088,8,255,0,0,0,255,185,8,0,0
1478192518.642008,RPM,1201,8,0,0,0,0,0,0,0,0,0
1478200888.856147,RPM,497,8,8,0,0,0,0,0,0,0,0
1478191882.967647,RPM,1349,8,216,0,0,138,0,0,0,0,0
1478200854.673456,RPM,880,8,0,32,0,0,0,0,0,0,0
1478192297.281014,RPM,790,8,5,34,88,9,34,32,0,113,0
1478196119.298179,Fuzzy,995,8,10,197,113,217,132,229,150,190,1
1479121906.122153,Normal,339,8,0,0,0,255,0,255,0,0,0
1479121551.88509,Normal,497,8,0,50,76,192,4,72,144,4,0
1478192873.738608,RPM,880,8,0,32,0,0,0,0,0,0,0
1479121798.717277,Normal,790,8,5,31,168,12,31,31,9,121,0
1478191619.924782,RPM,672,8,64,0,138,29,150,2,189,0,0
1478191353.502446,RPM,704,8,21,0,0,0,0,0,0,0,0
1479121849.243027,Normal,1087,8,15,71,96,255,106,12,7,0,0
1478201088.170527,gear,848,8,5,32,148,104,120,0,0,161,0
1478192102.854746,RPM,809,8,64,191,126,20,17,32,0,20,0
1478191079.057241,RPM,1264,8,0,0,0,128,0,103,209,19,0
1478194014.309934,gear,672,8,64,0,149,29,151,2,189,0,0
1478200877.854183,Fuzzy,880,8,0,32,0,0,0,0,0,0,0
1478192497.724289,RPM,304,8,9,128,0,255,19,128,0,222,0
1478191802.779776,RPM,2,8,0,0,0,0,0,6,6,241,0
1478200855.877858,Fuzzy,1520,2,1,0,0,0,0,0,0,0,0
1478191057.821866,RPM,320,8,0,0,0,0,34,8,34,222,0
1478201123.17606,RPM,1087,8,0,64,96,255,126,187,8,0,0
1478191084.315942,RPM,1087,8,0,64,96,255,113,112,9,0,0
1478191398.199266,RPM,672,8,32,0,136,29,150,2,189,0,0
1479121498.950703,Normal,1088,8,255,3,16,0,255,39,13,81,0
1478200907.988679,RPM,809,8,12,187,127,20,17,32,0,20,0
1478192966.360493,RPM,339,8,0,33,16,255,0,255,0,0,0
1478193777.865883,gear,399,8,254,72,0,0,0,60,0,0,0
1478191237.780951,RPM,320,8,0,0,0,0,6,32,47,70,0
1478192016.754311,RPM,399,8,254,77,0,0,0,60,0,0,0
1478192311.222421,RPM,339,8,0,33,16,255,0,255,0,0,0
1478201002.862593,RPM,1349,8,216,0,0,137,0,0,0,0,0
1478200951.44347,RPM,809,8,12,190,127,20,17,32,0,20,0
1478191260.223639,RPM,399,8,254,61,0,0,0,60,0,0,0
1478192864.110625,RPM,790,8,5,34,100,9,34,32,0,112,0
1478191417.124725,RPM,848,8,5,32,116,104,115,0,0,74,0
1478192768.049649,RPM,790,8,69,41,36,255,41,36,0,255,1
1478192685.490218,RPM,790,8,69,41,36,255,41,36,0,255,1
1478201112.129275,RPM,809,8,134,190,127,20,17,32,0,20,0
1478191175.440758,RPM,790,8,69,41,36,255,41,36,0,255,1
1478192679.5047,RPM,672,8,0,0,147,29,150,2,189,0,0
1478200847.201924,gear,880,8,0,32,0,0,0,0,0,0,0
1478192443.963919,RPM,1264,8,0,0,0,128,0,103,209,19,0
1478191224.890218,RPM,1201,8,0,0,0,0,0,0,0,0,0
1478196547.764603,Fuzzy,339,8,0,33,16,255,0,255,0,0,0
1478192098.719124,RPM,1520,2,1,0,0,0,0,0,0,0,0
1478191957.862531,RPM,1088,8,255,0,0,0,255,195,8,0,0
1478201142.964507,RPM,1072,8,0,0,0,0,0,0,0,0,0
1478192434.549037,RPM,704,8,21,0,0,0,0,0,0,0,0
1478192409.324628,RPM,1088,8,255,0,0,0,255,150,9,0,0
1478192154.784501,RPM,704,8,21,0,0,0,0,0,0,0,0
1478200749.181957,RPM,1201,8,41,39,39,35,0,0,0,154,0
1478192529.68321,RPM,320,8,0,0,0,0,22,3,44,216,0
1478191051.153756,RPM,790,8,69,41,36,255,41,36,0,255,1
1478191380.021902,RPM,1201,8,0,0,0,0,0,0,0,0,0
1479121886.851897,Normal,790,8,5,48,176,11,48,31,0,122,0
1479121934.962097,Normal,320,8,0,0,0,0,18,15,46,147,0
1478192185.744284,RPM,608,8,24,32,33,48,255,144,110,51,0
1478195929.478283,Fuzzy,848,8,5,32,244,104,120,0,0,193,0
1479121876.135096,Normal,688,5,129,255,0,7,241,0,0,0,0
1478191169.773106,RPM,1072,8,0,0,0,0,0,0,0,0,0
1478192184.629124,RPM,790,8,69,41,36,255,41,36,0,255,1
1478191111.296363,RPM,1072,8,0,0,0,0,0,0,0,0,0
1478201196.622938,RPM,339,8,0,33,16,255,0,255,0,0,0
1478191559.912057,RPM,497,8,8,0,0,0,0,0,0,0,0
1479121758.814032,Normal,320,8,0,0,0,0,2,32,46,93,0
1478200971.178845,RPM,1520,2,1,0,0,0,0,0,0,0,0
1478191139.145063,RPM,339,8,0,33,16,255,0,255,0,0,0
1478192130.403826,RPM,1349,8,216,93,0,140,0,0,0,0,0
1478200956.583636,RPM,704,8,20,0,0,0,0,0,0,0,0
1478191095.638237,RPM,497,8,8,0,0,0,0,0,0,0,0
1478191928.458811,RPM,1349,8,216,0,0,134,0,0,0,0,0
1479121592.220593,Normal,809,8,220,187,127,20,17,32,0,20,0
1478192727.923836,RPM,399,8,254,70,0,0,0,60,0,0,0
1478192977.657262,RPM,809,8,64,184,126,20,17,32,0,20,0
1478192600.119897,RPM,304,8,7,128,0,255,40,128,0,119,0
1478192325.384398,RPM,790,8,69,41,36,255,41,36,0,255,1
1478194619.770414,gear,305,8,242,127,0,0,57,127,12,15,0
1478191758.372963,RPM,1088,8,255,0,0,0,255,166,8,0,0
1478196789.088175,Fuzzy,704,8,20,0,0,0,0,0,0,0,0
1478194660.616861,gear,1349,8,216,0,0,138,0,0,0,0,0
1478200846.640695,DoS,704,8,20,0,0,0,0,0,0,0,0
1478192254.27899,RPM,809,8,220,188,126,20,17,32,0,20,0
1478201098.786644,RPM,1201,8,41,39,39,35,0,0,0,154,0
1478192298.490147,RPM,790,8,5,33,120,9,33,32,0,113,0
1478192541.126401,RPM,790,8,69,41,36,255,41,36,0,255,1
1478192850.792748,RPM,809,8,135,189,126,20,17,32,0,20,0
1478191484.888925,RPM,790,8,69,41,36,255,41,36,0,255,1
1478196933.559309,Fuzzy,608,8,25,33,33,48,8,142,107,27,0
1479121556.240353,Normal,608,8,7,53,53,48,255,172,213,66,0
1478192789.882367,RPM,399,8,254,79,0,0,0,60,0,0,0
1478191674.571484,RPM,790,8,69,41,36,255,41,36,0,255,1
1478191254.638385,RPM,2,8,0,0,0,0,0,8,5,57,0
1478191792.609264,RPM,2,8,0,0,0,0,0,6,13,62,0
1478191165.508782,RPM,848,8,5,32,52,104,115,0,0,10,0
1478200966.719809,RPM,608,8,27,35,35,48,8,142,105,57,0
1478192332.250374,RPM,1087,8,0,64,96,255,120,182,8,0,0
1478191739.302989,RPM,2,8,0,0,0,0,0,6,10,109,0
1478192078.887102,RPM,880,8,0,32,0,0,0,0,0,0,0
1478200992.957259,RPM,790,8,5,33,36,10,33,31,0,111,0
1478192633.238316,RPM,790,8,69,41,36,255,41,36,0,255,1
1478197894.055189,Fuzzy,305,8,251,127,0,0,55,127,15,174,0
1478191566.202814,RPM,320,8,0,0,0,0,6,32,43,50,0
1479121740.539473,Normal,704,8,20,0,0,0,0,0,0,0,0
1478193837.521185,gear,880,8,0,32,0,0,0,0,0,0,0
1479121815.903021,Normal,809,8,64,180,127,20,17,32,0,20,0
1478192318.122535,RPM,304,8,25,128,0,255,2,128,7,163,0
1478191654.918025,RPM,809,8,64,189,126,20,17,32,0,20,0
1478191469.375963,RPM,1088,8,255,0,0,0,255,182,8,0,0
1478191048.322041,RPM,2,8,0,0,0,0,0,5,12,247,0
1478201205.201833,RPM,809,8,134,182,127,20,17,32,0,20,0
1478200921.016653,RPM,320,8,0,0,0,0,4,34,36,18,0
1478191694.91588,RPM,320,8,0,0,0,0,16,40,35,157,0
1478192530.927716,RPM,672,8,64,0,146,29,150,2,189,0,0
1479121915.079729,Normal,1349,8,216,0,0,138,0,0,0,0,0
1479121763.768719,Normal,704,8,20,0,0,0,0,0,0,0,0
1479121880.744035,Normal,2,8,0,0,0,0,0,8,0,80,0
1478192865.635112,RPM,790,8,69,41,36,255,41,36,0,255,1
1478191658.800489,RPM,790,8,69,41,36,255,41,36,0,255,1
1478191404.463345,RPM,790,8,5,33,116,9,33,32,0,115,0
1478192375.442203,RPM,848,8,5,32,116,104,115,0,0,74,0
1478192740.193952,RPM,608,8,25,33,33,48,255,143,109,33,0
1479121760.390075,Normal,1087,8,5,69,96,255,104,48,16,0,0
1478200872.20805,RPM,672,8,4,0,154,29,151,2,189,0,0
1478191693.589513,RPM,848,8,5,32,20,104,116,0,0,45,0
1478192025.109085,RPM,320,8,0,0,0,0,2,19,32,238,0
1478201096.247214,RPM,497,8,8,0,0,0,0,0,0,0,0
1478192813.920546,RPM,1520,2,1,0,0,0,0,0,0,0,0
1478192842.323435,RPM,848,8,5,32,180,104,120,0,0,129,0
1478192002.972918,RPM,1087,8,0,64,96,255,119,177,8,0,0
1478192021.398019,RPM,305,8,242,127,0,0,55,127,13,27,0
1478193838.541,gear,1087,8,16,64,96,255,123,159,12,0,0
1479121782.511666,Normal,320,8,0,0,0,0,4,37,32,159,0
1479121699.090068,Normal,399,8,254,45,0,0,0,115,0,0,0
1478201030.791988,RPM,880,8,0,32,0,0,0,0,0,0,0
1478192549.362887,RPM,305,8,18,128,0,0,68,127,12,219,0
1479121807.77934,Normal,399,8,254,45,0,0,0,79,0,0,0
1478192347.670391,RPM,809,8,220,179,126,20,17,32,0,20,0
1478193478.961083,gear,848,8,5,32,164,104,116,0,0,157,0
1478191831.568222,RPM,790,8,5,34,28,10,34,30,0,114,0
1478192523.328849,RPM,704,8,21,0,0,0,0,0,0,0,0
