ts,source,can_id,dlc,b0,b1,b2,b3,b4,b5,b6,b7,label
1479121622.79954,Normal,497,8,0,34,93,208,5,93,192,5,0
1478201038.232118,RPM,809,8,134,183,127,20,17,32,0,20,0
1478199158.59928,DoS,1349,8,216,0,0,137,0,0,0,0,0
1478200053.452723,DoS,1087,8,0,64,96,255,126,207,8,0,0
1478194268.343603,gear,339,8,0,33,16,255,0,255,0,0,0
1478201114.355775,DoS,2,8,0,0,0,0,0,3,11,17,0
1478199295.414568,DoS,305,8,9,128,0,0,56,127,13,8,0
1478199690.973123,DoS,0,8,0,0,0,0,0,0,0,0,1
1478199505.263055,DoS,672,8,4,0,154,29,151,2,189,0,0
1479121503.559399,Normal,704,8,20,0,0,0,0,0,0,0,0
1478199048.750786,DoS,1088,8,255,0,0,0,255,203,8,0,0
1478200977.150377,DoS,399,8,254,86,0,0,0,60,0,0,0
1478191699.138093,RPM,1087,8,0,64,96,255,117,194,8,0,0
1479121523.210542,Normal,688,5,223,252,7,7,239,0,0,0,0
1478199177.237326,DoS,809,8,12,183,127,20,17,32,0,20,0
1478193950.086507,gear,1520,2,1,0,0,0,0,0,0,0,0
1478201135.074847,DoS,2,8,0,0,0,0,0,8,3,119,0
1478201021.53064,DoS,2,8,0,0,0,0,0,3,8,54,0
1478193835.005051,gear,304,8,21,128,0,255,29,128,12,73,0
1478198755.146275,DoS,880,8,0,32,0,0,0,0,0,0,0
1478198616.422102,DoS,704,8,20,0,0,0,0,0,0,0,0
1479121541.974612,Normal,688,5,113,255,0,7,50,0,0,0,0
1478198390.303211,DoS,497,8,8,0,0,0,0,0,0,0,0
1478201021.271865,gear,320,8,0,0,0,0,24,0,46,63,0
1478200988.842087,DoS,320,8,0,0,0,0,8,40,35,137,0
1478199648.769816,DoS,704,8,20,0,0,0,0,0,0,0,0
1478191056.735002,RPM,880,8,0,32,0,0,0,0,0,0,0
1478197900.905599,Fuzzy,704,8,20,0,0,0,0,0,0,0,0
1478200850.685903,DoS,672,8,68,0,154,29,151,2,189,0,0
1478200180.748024,DoS,320,8,0,0,0,0,14,35,38,107,0
1478198498.921033,DoS,0,8,0,0,0,0,0,0,0,0,1
1478200247.185035,DoS,304,8,17,128,0,255,243,127,10,182,0
1478198823.136659,DoS,1264,8,0,0,0,128,0,105,209,19,0
1479121729.538941,Normal,880,8,0,33,0,0,0,0,0,0,0
1478198965.543468,DoS,704,8,20,0,0,0,0,0,0,0,0
1479121608.073873,Normal,1087,8,1,69,96,255,99,132,11,0,0
1478199929.630036,DoS,790,8,5,34,96,9,34,33,0,111,0
1478195002.281353,gear,809,8,134,184,127,20,17,32,0,20,0
1479121861.297653,Normal,848,8,5,40,180,105,106,0,0,154,0
1478199332.679082,DoS,704,8,20,0,0,0,0,0,0,0,0
1478200863.777348,DoS,339,8,0,33,16,255,0,255,0,0,0
1478200407.224188,DoS,608,8,25,33,34,48,8,142,105,62,0
1478201018.179814,DoS,2,8,0,0,0,0,0,8,9,165,0
1478198134.727114,Fuzzy,798,8,156,218,238,195,41,54,61,95,1
1478201054.212472,DoS,880,8,0,32,0,0,0,0,0,0,0
1478199583.08258,DoS,320,8,0,0,0,0,8,32,45,117,0
1479121714.693246,Normal,1072,8,0,0,0,0,0,0,0,0,0
1479121822.35099,Normal,848,8,5,40,52,105,106,0,0,26,0
1478198709.81087,DoS,304,8,19,128,0,255,7,128,10,195,0
1478201090.509301,DoS,320,8,0,0,0,0,22,32,42,55,0
1478201069.99293,DoS,704,8,20,0,0,0,0,0,0,0,0
1478197241.452479,Fuzzy,809,8,134,182,127,20,17,32,0,20,0
1479121753.577745,Normal,704,8,20,0,0,0,0,0,0,0,0
1478200758.023091,DoS,399,8,254,92,0,0,0,60,0,0,0
1479121885.153001,Normal,339,8,0,0,0,255,0,255,0,0,0
1478200696.173348,DoS,704,8,20,0,0,0,0,0,0,0,0
1478199948.87542,DoS,0,8,0,0,0,0,0,0,0,0,1
1478196232.80744,Fuzzy,320,8,0,0,0,0,6,39,43,203,0
1479121566.641986,Normal,809,8,220,184,127,20,17,37,10,20,0
1478196551.453091,Fuzzy,1015,8,205,116,24,178,139,175,57,232,1
1478200001.007232,DoS,1264,8,0,0,0,128,0,105,209,19,0
1478198409.594751,DoS,399,8,254,92,0,0,0,60,0,0,0
1478198073.166687,Fuzzy,304,8,17,128,0,255,46,128,7,75,0
1478199383.756953,DoS,0,8,0,0,0,0,0,0,0,0,1
1478200826.03875,DoS,339,8,0,33,16,255,0,255,0,0,0
1478201043.549482,DoS,339,8,0,33,16,255,0,255,0,0,0
1478200579.723366,DoS,0,8,0,0,0,0,0,0,0,0,1
1478200243.683106,DoS,0,8,0,0,0,0,0,0,0,0,1
1478199423.199021,DoS,339,8,0,33,16,255,0,255,0,0,0
1478198484.812061,DoS,0,8,0,0,0,0,0,0,0,0,1
1478200774.568672,DoS,399,8,254,93,0,0,0,60,0,0,0
1478191681.229564,RPM,790,8,69,41,36,255,41,36,0,255,1
1478200638.854024,DoS,704,8,20,0,0,0,0,0,0,0,0
1478200787.54199,DoS,304,8,11,128,0,255,252,127,0,51,0
1478200115.373011,DoS,161,8,128,136,0,0,37,0,0,0,0
1478198878.151867,DoS,0,8,0,0,0,0,0,0,0,0,1
1478199546.014622,DoS,339,8,0,33,16,255,0,255,0,0,0
1478198914.58071,DoS,1201,8,41,39,39,35,0,0,0,154,0
1478199595.731335,DoS,497,8,8,0,0,0,0,0,0,0,0
1479121473.253102,Normal,688,5,17,254,0,7,159,0,0,0,0
1478193639.144527,gear,848,8,5,32,52,104,114,0,0,11,0
1478199741.346994,DoS,608,8,25,33,33,48,8,142,110,7,0
1478200427.662722,DoS,880,8,0,32,0,0,0,0,0,0,0
1478200465.826256,DoS,0,8,0,0,0,0,0,0,0,0,1
1478198770.563754,DoS,672,8,36,0,154,29,151,2,189,0,0
1478198389.609453,DoS,809,8,134,189,127,20,17,32,0,20,0
1478200116.625831,DoS,0,8,0,0,0,0,0,0,0,0,1
1478198791.7647,DoS,790,8,5,34,28,10,34,30,0,111,0
1478198535.664173,DoS,1087,8,0,64,96,255,126,191,8,0,0
1478201126.488793,DoS,1088,8,255,0,0,0,255,199,8,0,0
1478200767.564812,DoS,672,8,100,0,154,29,151,2,189,0,0
1478199522.984241,DoS,339,8,0,33,16,255,0,255,0,0,0
1478199302.850623,DoS,399,8,254,86,0,0,0,65,0,0,0
1478199937.58619,DoS,2,8,0,0,0,0,0,9,9,233,0
1478198733.882841,DoS,790,8,5,34,112,9,34,33,0,111,0
1478198829.496796,DoS,848,8,5,32,68,104,116,0,0,125,0
1478200969.047603,DoS,672,8,4,0,155,29,151,2,189,0,0
1478200853.643416,DoS,672,8,68,0,154,29,151,2,189,0,0
1478200926.426766,DoS,848,8,5,32,52,104,120,0,0,1,0
1478191089.96597,RPM,672,8,0,0,132,29,150,2,189,0,0
1478200035.403821,DoS,790,8,5,33,68,10,33,31,0,111,0
1478201093.383815,DoS,790,8,5,33,104,9,33,33,0,111,0
1478199527.735733,DoS,1088,8,255,0,0,0,255,139,9,0,0
1478192568.220908,RPM,848,8,5,32,212,104,117,0,0,236,0
1478199507.204583,DoS,704,8,20,0,0,0,0,0,0,0,0
1478194893.744522,gear,2,8,0,0,0,0,0,6,3,152,0
1479121899.472627,Normal,305,8,224,127,0,0,69,127,1,207,0
1478199040.656007,DoS,1264,8,0,0,0,128,0,105,209,19,0
1479121842.953364,Normal,1088,8,55,0,0,0,255,241,1,0,0
1478200634.718934,DoS,0,8,0,0,0,0,0,0,0,0,1
1478200285.671196,DoS,2,8,0,0,0,0,0,1,3,97,0
1479121762.946725,Normal,672,8,0,0,112,29,1,4,221,0,0
1478199012.142682,DoS,704,8,20,0,0,0,0,0,0,0,0
1478201133.96138,DoS,1349,8,216,0,0,128,0,0,0,0,0
1478199041.360175,DoS,880,8,0,32,0,0,0,0,0,0,0
1479121892.668411,Normal,1349,8,216,0,0,143,0,0,0,0,0
1478200844.08109,DoS,399,8,254,88,0,0,0,60,0,0,0
1478198685.140316,DoS,339,8,0,33,16,255,0,255,0,0,0
1478200971.548494,gear,1088,8,255,0,0,0,255,196,8,0,0
1478191058.351078,RPM,790,8,69,41,36,255,41,36,0,255,1
1478201057.683313,DoS,790,8,5,34,124,9,34,33,0,111,0
1478198595.484185,DoS,339,8,0,33,16,255,0,255,0,0,0
1479121841.037349,Normal,1264,8,0,3,0,128,0,96,3,20,0
1478200637.382723,DoS,608,8,26,34,35,48,8,142,107,40,0
1478200598.17026,DoS,0,8,0,0,0,0,0,0,0,0,1
1478198905.984244,DoS,1088,8,255,0,0,0,255,196,8,0,0
1478200806.959572,DoS,339,8,0,33,16,255,0,255,0,0,0
1478193621.086662,gear,704,8,21,0,0,0,0,0,0,0,0
1479121920.769829,Normal,704,8,20,0,0,0,0,0,0,0,0
1478199740.827503,DoS,672,8,4,0,154,29,151,2,189,0,0
1478192682.374134,RPM,497,8,8,0,0,0,0,0,0,0,0
1478201106.497435,DoS,1264,8,0,0,0,128,0,105,209,19,0
1478199860.081824,DoS,497,8,8,0,0,0,0,0,0,0,0
1478199628.541867,DoS,880,8,0,32,0,0,0,0,0,0,0
1478194148.812504,gear,320,8,0,0,0,0,26,51,34,181,0
1478191721.89965,RPM,399,8,254,65,0,0,0,60,0,0,0
1479121862.104089,Normal,1087,8,7,71,96,255,106,0,0,0,0
1478198746.986869,DoS,704,8,20,0,0,0,0,0,0,0,0
1478200450.949666,DoS,1349,8,216,0,0,128,0,0,0,0,0
1478199574.135857,DoS,672,8,36,0,154,29,151,2,189,0,0
1478198437.640954,DoS,1088,8,255,0,0,0,255,118,9,0,0
1478201037.992608,DoS,1087,8,0,64,96,255,126,170,9,0,0
1478201001.042972,DoS,1349,8,216,0,0,138,0,0,0,0,0
1478200120.304988,DoS,880,8,0,32,0,0,0,0,0,0,0
1478201200.705901,DoS,1349,8,216,0,0,137,0,0,0,0,0
1478198484.546144,DoS,848,8,5,32,84,104,117,0,0,108,0
1478201139.44656,DoS,304,8,18,128,0,255,13,128,8,171,0
1478199787.706582,DoS,704,8,20,0,0,0,0,0,0,0,0
1478198829.673674,DoS,399,8,254,88,0,0,0,65,0,0,0
1478201152.167967,DoS,1349,8,216,0,0,127,0,0,0,0,0
1478199446.780487,DoS,848,8,5,32,20,104,116,0,0,45,0
1479121889.040942,Normal,809,8,12,188,127,20,18,32,0,20,0
1479121440.592592,Normal,320,8,0,0,0,0,14,34,46,207,0
1478199124.788373,DoS,790,8,5,35,112,9,35,34,0,111,0
1478199551.4159,DoS,809,8,64,187,127,20,17,32,0,20,0
1478198550.406789,DoS,848,8,5,32,36,104,119,0,0,30,0
1478198575.127387,DoS,399,8,254,91,0,0,0,60,0,0,0
1479121704.735413,Normal,399,8,254,45,0,0,0,110,0,0,0
1478201173.318621,DoS,880,8,0,32,0,0,0,0,0,0,0
1478198509.383401,DoS,0,8,0,0,0,0,0,0,0,0,1
1478201043.257942,RPM,1264,8,0,0,0,128,0,105,209,19,0
1478198424.563301,DoS,0,8,0,0,0,0,0,0,0,0,1
1478199461.773569,DoS,848,8,5,32,212,104,115,0,0,234,0
1479121720.663474,Normal,304,8,114,127,0,255,36,129,7,87,0
1478201021.561488,DoS,1088,8,255,0,0,0,255,168,9,0,0
1478200942.313778,gear,339,8,0,33,16,255,0,255,0,0,0
1478199984.85411,DoS,790,8,5,34,60,10,34,31,0,111,0
1478200887.607322,DoS,1349,8,216,0,0,137,0,0,0,0,0
1478199651.573093,DoS,608,8,25,33,33,48,8,143,104,63,0
1478193994.885323,gear,848,8,5,32,132,104,115,0,0,186,0
1478198899.211978,DoS,305,8,251,127,0,0,43,127,7,84,0
1479121477.786419,Normal,672,8,0,0,107,29,1,4,221,0,0
1478201050.519387,DoS,305,8,5,128,0,0,34,127,11,234,0
1479121643.686337,Normal,790,8,5,42,144,9,42,34,0,123,0
1478199280.479659,DoS,672,8,100,0,154,29,151,2,189,0,0
1478200386.678321,DoS,880,8,0,32,0,0,0,0,0,0,0
1478199613.220867,DoS,304,8,10,128,0,255,65,128,3,101,0
1478199265.648155,DoS,704,8,20,0,0,0,0,0,0,0,0
1478195903.200371,Fuzzy,704,8,21,0,0,0,0,0,0,0,0
1478197056.220576,Fuzzy,1201,8,41,39,39,35,0,0,0,154,0
1478199718.367737,DoS,1349,8,216,0,0,138,0,0,0,0,0
1478200932.237787,DoS,399,8,254,93,0,0,0,60,0,0,0
1478200254.630999,DoS,809,8,134,189,127,20,17,32,0,20,0
1479121792.438669,Normal,339,8,0,0,0,255,0,255,0,0,0
1479121734.050768,Normal,608,8,22,40,83,48,255,155,164,66,0
1478191117.4794,RPM,848,8,5,32,228,104,115,0,0,218,0
1478200883.265571,RPM,2,8,0,0,0,0,0,0,5,99,0
1478199694.215454,DoS,790,8,5,33,52,10,33,31,0,111,0
1478197899.823733,Fuzzy,1072,8,0,0,0,0,0,0,0,0,0
1478197218.693484,Fuzzy,1201,8,41,39,39,35,0,0,0,154,0
1478201087.790114,DoS,809,8,134,187,127,20,17,32,0,20,0
1478200979.048899,DoS,399,8,254,86,0,0,0,60,0,0,0
1478201189.017507,DoS,1680,8,0,0,1,0,160,34,0,0,0
1478199657.528914,DoS,339,8,0,33,16,255,0,255,0,0,0
1478201050.388172,DoS,848,8,5,32,84,104,118,0,0,111,0
1478200227.682783,DoS,0,8,0,0,0,0,0,0,0,0,1
1478198799.017613,DoS,1087,8,0,64,96,255,126,138,9,0,0
1478198971.625684,DoS,399,8,254,86,0,0,0,60,0,0,0
1478199058.732937,DoS,0,8,0,0,0,0,0,0,0,0,1
1479121764.967637,Normal,704,8,20,0,0,0,0,0,0,0,0
1478200614.249742,DoS,320,8,0,0,0,0,32,2,46,131,0
1478198429.342026,DoS,339,8,0,33,16,255,0,255,0,0,0
1478196997.227864,Fuzzy,1349,8,216,0,0,133,0,0,0,0,0
1478200119.513779,DoS,1349,8,216,0,0,129,0,0,0,0,0
1479121925.3109,Normal,304,8,8,128,0,255,31,128,9,124,0
1478199530.532647,DoS,848,8,5,32,196,104,116,0,0,253,0
1478199648.891076,DoS,320,8,0,0,0,0,2,33,34,141,0
1478201084.899957,Fuzzy,704,8,20,0,0,0,0,0,0,0,0
1478199780.777492,DoS,1087,8,0,64,96,255,126,214,8,0,0
1478200477.855759,DoS,305,8,251,127,0,0,61,127,6,84,0
1479121711.720157,Normal,809,8,135,184,127,20,17,32,0,20,0
1479121871.715689,Normal,790,8,5,42,180,9,42,33,0,122,0
1478196319.280675,Fuzzy,1087,8,0,64,96,255,125,229,8,0,0
1478199471.081932,DoS,608,8,25,34,34,48,8,142,117,50,0
1479121811.866344,Normal,704,8,20,0,0,0,0,0,0,0,0
1479121580.440298,Normal,672,8,64,0,108,29,1,4,221,0,0
1478199139.86574,DoS,790,8,5,33,120,9,33,33,0,111,0
1478200822.465767,DoS,848,8,5,32,36,104,116,0,0,29,0
1478198603.772235,DoS,1349,8,216,0,0,128,0,0,0,0,0
1478199060.46641,DoS,0,8,0,0,0,0,0,0,0,0,1
1479121554.861328,Normal,790,8,53,91,108,24,91,21,18,123,0
1478198755.648062,DoS,0,8,0,0,0,0,0,0,0,0,1
1478199166.750225,DoS,0,8,0,0,0,0,0,0,0,0,1
1478193978.83886,gear,399,8,254,76,0,0,0,61,0,0,0
1478200045.791138,DoS,880,8,0,32,0,0,0,0,0,0,0
1478201200.232982,DoS,304,8,26,128,0,255,245,127,7,7,0
1478201054.279041,DoS,304,8,18,128,0,255,26,128,3,246,0
1478199772.2373,DoS,880,8,0,32,0,0,0,0,0,0,0
1478193649.054264,gear,320,8,0,0,0,0,4,41,40,0,0
1478200553.102781,DoS,608,8,25,36,35,48,8,143,122,57,0
1478200672.335404,DoS,1349,8,216,0,0,138,0,0,0,0,0
1478199775.230935,DoS,0,8,0,0,0,0,0,0,0,0,1
1478201030.311296,RPM,304,8,22,128,0,255,9,128,6,98,0
1478199885.426959,DoS,399,8,254,91,0,0,0,65,0,0,0
1478198996.45821,DoS,1087,8,0,64,96,255,126,153,9,0,0
1478199856.232004,DoS,809,8,134,183,127,20,17,32,0,20,0
1478199056.334342,DoS,1201,8,41,39,39,35,0,0,0,154,0
1478199665.079607,DoS,790,8,5,34,48,10,34,30,0,111,0
1478198770.600376,DoS,1264,8,0,0,0,128,0,105,209,19,0
1479121587.044658,Normal,672,8,96,0,108,29,1,4,221,0,0
1478199994.923247,DoS,0,8,0,0,0,0,0,0,0,0,1
1478200463.274297,DoS,339,8,0,33,16,255,0,255,0,0,0
1478200533.459436,DoS,608,8,24,33,33,48,8,143,111,23,0
1478195875.958415,Fuzzy,1088,8,255,0,0,0,255,195,8,0,0
1478200770.681233,DoS,339,8,0,33,16,255,0,255,0,0,0
1478199210.009021,DoS,1072,8,0,0,0,0,0,0,0,0,0
1478200921.33595,DoS,1088,8,255,0,0,0,255,216,8,0,0
1478198812.008733,DoS,305,8,9,128,0,0,59,127,6,75,0
1478200910.775845,RPM,608,8,25,34,34,48,8,142,111,4,0
1478199944.817552,DoS,2,8,0,0,0,0,0,7,12,111,0
1478193642.753305,gear,848,8,5,32,196,104,114,0,0,251,0
1479121505.323,Normal,608,8,63,135,136,48,255,181,135,67,0
1478199481.811931,DoS,790,8,5,34,112,9,34,33,0,111,0
1478201062.769381,DoS,399,8,254,92,0,0,0,60,0,0,0
1479121878.344635,Normal,1087,8,1,69,96,255,106,0,0,0,0
1479121579.450736,Normal,608,8,27,33,20,48,255,163,82,52,0
1479121746.800898,Normal,880,8,0,29,0,0,0,0,0,0,0
1479121757.621185,Normal,399,8,254,43,0,0,0,99,0,0,0
1478192933.973768,RPM,672,8,96,0,148,29,150,2,189,0,0
1478200082.833535,DoS,608,8,25,34,34,48,8,142,114,19,0
1478200895.264177,DoS,1087,8,0,64,96,255,126,153,9,0,0
1478201120.13165,gear,790,8,5,33,124,9,33,33,0,110,0
1478200540.201558,DoS,704,8,20,0,0,0,0,0,0,0,0
1478200773.492613,DoS,1349,8,216,90,0,136,0,0,0,0,0
1478193609.825366,gear,608,8,27,33,32,48,8,141,96,5,0
1478201118.074379,RPM,1349,8,216,0,0,137,0,0,0,0,0
1478200927.372294,DoS,672,8,36,0,154,29,151,2,189,0,0
1478198905.780994,DoS,809,8,12,189,127,20,17,32,0,20,0
1478200301.383876,DoS,848,8,5,32,212,104,117,0,0,236,0
1478199087.660412,DoS,1349,8,216,88,0,139,0,0,0,0,0
1478199150.085976,DoS,1088,8,255,0,0,0,255,210,8,0,0
1478199347.396225,DoS,1088,8,255,0,0,0,255,143,9,0,0
1478198471.253894,DoS,0,8,0,0,0,0,0,0,0,0,1
1478198415.657972,DoS,608,8,25,33,33,48,8,142,108,26,0
1478199427.449819,DoS,0,8,0,0,0,0,0,0,0,0,1
1478199575.464729,DoS,672,8,68,0,154,29,151,2,189,0,0
1478192574.398304,RPM,790,8,69,41,36,255,41,36,0,255,1
1478200519.079298,DoS,1349,8,216,0,0,137,0,0,0,0,0
1478200622.686707,DoS,1072,8,0,0,0,0,0,0,0,0,0
1478200819.24902,DoS,305,8,0,128,0,0,35,127,3,185,0
1478199239.298757,DoS,848,8,5,32,180,104,118,0,0,143,0
1478199423.099539,DoS,704,8,20,0,0,0,0,0,0,0,0
1478201033.231167,DoS,1087,8,0,64,96,255,126,153,9,0,0
1478200826.556142,DoS,809,8,64,183,127,20,17,32,0,20,0
1478200938.598833,DoS,1264,8,0,0,0,128,0,105,209,19,0
1478200402.667589,DoS,399,8,254,93,0,0,0,61,0,0,0
1478200784.651197,DoS,304,8,19,128,0,255,31,128,15,190,0
1478200408.437755,DoS,704,8,20,0,0,0,0,0,0,0,0
1478192525.590387,RPM,880,8,0,32,0,0,0,0,0,0,0
1479121834.422994,Normal,880,8,0,32,0,0,0,0,0,0,0
1478198678.989391,DoS,809,8,220,184,127,20,17,32,0,20,0
1478201185.017826,DoS,399,8,254,88,0,0,0,65,0,0,0
1478191846.68764,RPM,320,8,0,0,0,0,12,35,45,167,0
1478200939.521824,DoS,399,8,254,93,0,0,0,60,0,0,0
1478195870.592044,Fuzzy,1072,8,0,0,0,0,0,0,0,0,0
1479121868.737082,Normal,790,8,5,47,68,11,47,33,0,122,0
1478195730.996325,Fuzzy,848,8,5,32,228,104,120,0,0,209,0
1478198966.415807,DoS,1264,8,0,0,0,128,0,105,209,19,0
1478200780.288492,DoS,880,8,0,32,0,0,0,0,0,0,0
1479121555.012254,Normal,880,8,0,35,0,0,0,0,0,0,0
1478200767.844192,DoS,399,8,254,93,0,0,0,60,0,0,0
1478199276.304908,DoS,809,8,220,191,127,20,17,32,0,20,0
1478199379.70755,DoS,704,8,20,0,0,0,0,0,0,0,0
1478198628.685831,DoS,0,8,0,0,0,0,0,0,0,0,1
1478200951.57233,DoS,809,8,64,190,127,20,17,32,0,20,0
1478200942.657001,DoS,1088,8,255,0,0,0,255,201,8,0,0
1479121476.977546,Normal,848,8,5,40,228,102,108,0,0,195,0
1478198397.69731,DoS,880,8,0,32,0,0,0,0,0,0,0
1478198156.113019,Fuzzy,672,8,36,0,154,29,151,2,189,0,0
1478196153.186641,Fuzzy,233,8,166,79,201,20,175,224,135,13,1
1479121911.926336,Normal,880,8,0,32,0,0,0,0,0,0,0
1478200212.12507,DoS,339,8,0,33,16,255,0,255,0,0,0
1478200849.326778,DoS,608,8,24,33,33,48,8,143,110,41,0
1478193520.821911,gear,1087,8,1,69,96,255,107,0,0,0,1
1478199241.153199,DoS,1264,8,0,0,0,128,0,105,209,19,0
1478198611.016006,DoS,790,8,5,35,104,9,35,34,0,111,0
1479121561.992871,Normal,2,8,0,0,0,0,0,3,11,17,0
1478201185.72797,DoS,809,8,220,180,127,20,17,32,0,20,0
1478196993.118204,Fuzzy,399,8,254,89,0,0,0,60,0,0,0
1479121437.791201,Normal,1201,8,0,0,0,0,0,0,0,0,0
1479121679.388986,Normal,1349,8,216,0,0,143,0,0,0,0,0
1478200940.700686,Fuzzy,399,8,254,93,0,0,0,60,0,0,0
1478198989.481012,DoS,608,8,24,33,33,48,8,143,109,59,0
1478191578.109526,RPM,672,8,32,0,138,29,150,2,189,0,0
1478194058.675409,gear,1087,8,1,69,96,255,107,0,0,0,1
1478199897.138677,DoS,0,8,0,0,0,0,0,0,0,0,1
1478201087.887105,DoS,1201,8,41,39,39,35,0,0,0,154,0
1478198828.966012,DoS,339,8,0,33,16,255,0,255,0,0,0
1478199056.086118,DoS,608,8,24,34,34,48,8,142,120,30,0
1478193589.944798,gear,339,8,0,33,16,255,0,255,0,0,0
1478200797.809337,Fuzzy,2,8,0,0,0,0,0,1,3,97,0
1478196373.521646,Fuzzy,320,8,0,0,0,0,16,41,35,209,0
1478199005.086541,DoS,339,8,0,33,16,255,0,255,0,0,0
1479121907.83087,Normal,160,8,117,134,148,9,0,33,2,0,0
1478191729.184391,RPM,320,8,0,0,0,0,16,41,38,184,0
1479121626.560257,Normal,704,8,20,0,0,0,0,0,0,0,0
1478199063.53501,DoS,1264,8,0,0,0,128,0,105,209,19,0
1478201008.254914,DoS,608,8,25,33,33,48,8,143,110,6,0
1478199960.117754,DoS,320,8,0,0,0,0,4,37,38,209,0
1478199749.974432,DoS,339,8,0,33,16,255,0,255,0,0,0
1478201101.189382,DoS,1349,8,216,0,0,137,0,0,0,0,0
