ts,source,can_id,dlc,b0,b1,b2,b3,b4,b5,b6,b7,label
1478200835.109296,Fuzzy,320,8,0,0,0,0,24,8,37,170,0
1478194079.486271,gear,1349,8,216,0,0,135,0,0,0,0,0
1478198166.04445,Fuzzy,608,8,25,33,33,48,8,142,108,60,0
1478201025.600726,Fuzzy,320,8,0,0,0,0,36,0,47,0,0
1478193762.29703,gear,1087,8,16,64,96,255,123,151,11,0,0
1478196841.019682,Fuzzy,2,8,0,0,0,0,0,6,3,152,0
1478200915.665048,Fuzzy,304,8,21,128,0,255,21,128,13,88,0
1478201054.40607,Fuzzy,790,8,5,33,160,9,33,32,0,111,0
1479121510.520455,Normal,1520,2,244,0,0,0,0,0,0,0,0
1478199877.52773,DoS,1264,8,0,0,0,128,0,105,209,19,0
1478196032.775839,Fuzzy,304,8,254,127,0,255,7,128,7,189,0
1478199611.072742,DoS,704,8,20,0,0,0,0,0,0,0,0
1478192358.200616,RPM,399,8,254,69,0,0,0,65,0,0,0
1478196516.575477,Fuzzy,320,8,0,0,0,0,10,32,37,158,0
1478193574.601279,gear,161,8,134,139,0,0,32,0,0,0,0
1479121783.997463,Normal,1264,8,0,25,0,128,0,95,3,20,0
1478198047.958033,Fuzzy,339,8,0,33,16,255,0,255,0,0,0
1478196062.468198,Fuzzy,1088,8,255,0,0,0,255,196,8,0,0
1478197936.143615,Fuzzy,704,8,20,0,0,0,0,0,0,0,0
1478192522.833054,RPM,305,8,251,127,0,0,55,127,15,174,0
1479121468.734211,Normal,399,8,254,50,0,0,0,115,0,0,0
1478197279.010089,Fuzzy,880,8,0,32,0,0,0,0,0,0,0
1479121834.177048,Normal,305,8,27,128,0,0,144,127,15,205,0
1478197629.576658,Fuzzy,848,8,5,32,84,104,118,0,0,111,0
1478195787.058635,Fuzzy,790,8,5,34,104,9,34,33,0,111,0
1479121829.270912,Normal,608,8,48,55,54,48,255,145,93,33,0
1478200753.696539,Fuzzy,809,8,134,188,127,20,17,32,0,20,0
1479121891.876859,Normal,688,5,53,0,0,7,118,0,0,0,0
1478195091.875008,gear,399,8,254,87,0,0,0,75,0,0,0
1478196457.848329,Fuzzy,1087,8,0,64,96,255,125,214,8,0,0
1478196083.041275,Fuzzy,704,8,21,0,0,0,0,0,0,0,0
1478197585.925484,Fuzzy,790,8,5,34,112,9,34,32,0,111,0
1478192188.982198,RPM,848,8,5,32,148,104,116,0,0,173,0
1478194043.006761,gear,1349,8,216,0,0,129,0,0,0,0,0
1478198031.906178,Fuzzy,809,8,220,187,127,20,17,32,0,20,0
1479121861.832036,Normal,704,8,20,0,0,0,0,0,0,0,0
1478196373.195621,Fuzzy,1734,8,32,23,226,16,222,108,218,30,1
1478201189.185249,Fuzzy,672,8,4,0,154,29,151,2,189,0,0
1478197414.279249,Fuzzy,1349,8,216,0,0,136,0,0,0,0,0
1478196148.309218,Fuzzy,399,8,254,91,0,0,0,60,0,0,0
1478195950.264628,Fuzzy,1349,8,216,0,0,135,0,0,0,0,0
1478198161.463643,Fuzzy,848,8,5,32,36,104,117,0,0,28,0
1478196581.642036,Fuzzy,2,8,0,0,0,0,0,8,0,80,0
1478197244.299525,Fuzzy,399,8,254,84,0,0,0,60,0,0,0
1478195858.213228,Fuzzy,773,8,56,49,116,160,51,41,251,9,1
1478201048.53932,Fuzzy,305,8,210,127,0,0,65,127,5,209,0
1478200790.17075,DoS,704,8,20,0,0,0,0,0,0,0,0
1479121459.248433,Normal,704,8,20,0,0,0,0,0,0,0,0
1478196422.293098,Fuzzy,1710,8,82,248,61,244,156,227,138,77,1
1478192472.015296,RPM,704,8,21,0,0,0,0,0,0,0,0
1479121634.798555,Normal,1201,8,214,207,24,214,0,0,0,147,0
1479121750.260019,Normal,1088,8,61,4,45,0,255,185,27,74,0
1478197398.065949,Fuzzy,497,8,8,0,0,0,0,0,0,0,0
1478197439.172414,Fuzzy,848,8,5,32,196,104,118,0,0,255,0
1478197074.552845,Fuzzy,1349,8,216,0,0,138,0,0,0,0,0
1478191831.701717,RPM,848,8,5,32,164,104,117,0,0,156,0
1478201207.269628,DoS,608,8,25,33,33,48,8,143,106,44,0
1478200994.525725,Fuzzy,790,8,5,34,16,10,34,30,0,110,0
1478196603.890935,Fuzzy,790,8,5,33,108,9,33,32,0,111,0
1479121815.342943,Normal,809,8,135,180,127,20,17,32,0,20,0
1478200893.426937,DoS,161,8,128,138,0,0,34,0,0,0,0
1478198139.846911,Fuzzy,672,8,36,0,154,29,151,2,189,0,0
1478196583.834524,Fuzzy,880,8,0,32,0,0,0,0,0,0,0
1478197163.401978,Fuzzy,1520,2,0,0,0,0,0,0,0,0,0
1479121687.270565,Normal,672,8,64,0,112,29,1,4,221,0,0
1478196465.525983,Fuzzy,399,8,254,89,0,0,0,60,0,0,0
1478196739.379716,Fuzzy,608,8,25,34,34,48,8,142,113,54,0
1478195842.183753,Fuzzy,339,8,0,33,16,255,0,255,0,0,0
1478196704.028511,Fuzzy,672,8,36,0,154,29,151,2,189,0,0
1479121870.835776,Normal,399,8,254,48,0,0,0,60,0,0,0
1478197376.716375,Fuzzy,1119,8,139,158,97,134,89,34,84,94,1
1478194047.883881,gear,1088,8,255,0,0,0,255,251,7,0,0
1478198383.503714,DoS,339,8,0,33,16,255,0,255,0,0,0
1478200871.73784,Fuzzy,320,8,0,0,0,0,12,50,36,170,0
1479121876.915121,Normal,1088,8,255,1,1,0,255,100,2,42,0
1478200738.823821,Fuzzy,320,8,0,0,0,0,20,32,40,14,0
1478196194.529145,Fuzzy,688,5,255,127,0,5,73,0,0,0,0
1478195965.780402,Fuzzy,790,8,5,33,116,9,33,32,0,111,0
1478196775.164881,Fuzzy,1048,8,17,249,142,88,212,223,99,123,1
1479121722.880814,Normal,688,5,152,255,0,7,159,0,0,0,0
1478200941.564101,DoS,305,8,18,128,0,0,57,127,11,69,0
1478192374.591021,RPM,305,8,9,128,0,0,31,127,6,125,0
1478195859.250242,Fuzzy,848,8,5,32,212,104,118,0,0,239,0
1478197753.372485,Fuzzy,320,8,0,0,0,0,2,32,42,41,0
1478196626.373103,Fuzzy,672,8,36,0,154,29,151,2,189,0,0
1478201123.787271,Fuzzy,2,8,0,0,0,0,0,6,10,109,0
1478196153.186641,Fuzzy,233,8,166,79,201,20,175,224,135,13,1
1479121768.699876,Normal,2,8,0,0,0,0,0,0,11,197,0
1478197041.780994,Fuzzy,1072,8,0,0,0,0,0,0,0,0,0
1478201140.326729,Fuzzy,339,8,0,33,16,255,0,255,0,0,0
1479121567.560369,Normal,790,8,53,65,192,16,65,22,10,124,0
1478191885.274925,RPM,790,8,69,41,36,255,41,36,0,255,1
1478196680.508695,Fuzzy,672,8,100,0,154,29,151,2,189,0,0
1478196549.439066,Fuzzy,704,8,20,0,0,0,0,0,0,0,0
1478191531.428412,RPM,672,8,32,0,137,29,150,2,189,0,0
1478200463.005123,DoS,848,8,5,32,116,104,119,0,0,78,0
1479121484.181867,Normal,1349,8,216,0,0,142,0,0,0,0,0
1479121660.686638,Normal,2,8,0,0,0,0,0,6,9,74,0
1478197115.457872,Fuzzy,145,8,218,54,203,46,185,0,83,94,1
1478199667.149943,DoS,790,8,5,33,56,10,33,30,0,111,0
1478196013.857081,Fuzzy,305,8,0,128,0,0,51,127,3,161,0
1479121678.938981,Normal,809,8,220,188,127,20,17,37,2,20,0
1478196199.546479,Fuzzy,790,8,5,34,108,9,34,32,0,111,0
1479121515.546338,Normal,497,8,0,117,68,64,4,67,48,4,0
1479121872.663506,Normal,1072,8,0,0,0,0,0,0,0,0,0
1479121905.997381,Normal,1088,8,255,14,0,0,255,235,0,84,0
1479121918.237466,Normal,1088,8,255,14,1,0,255,138,1,4,0
1478200947.625503,Fuzzy,672,8,4,0,155,29,151,2,189,0,0
1478200988.148106,Fuzzy,161,8,128,137,0,0,36,0,0,0,0
1478197508.939718,Fuzzy,399,8,254,89,0,0,0,60,0,0,0
1479121505.236698,Normal,339,8,0,0,0,255,0,255,0,0,0
1478196371.616454,Fuzzy,1051,8,181,217,10,5,193,59,26,117,1
1479121939.617246,Normal,1087,8,7,71,96,255,108,39,1,0,0
1478193905.521573,gear,339,8,0,33,16,255,0,255,0,0,0
1478198138.334854,Fuzzy,497,8,8,0,0,0,0,0,0,0,0
1478196083.184922,Fuzzy,809,8,12,185,127,20,18,32,0,20,0
1478196920.628055,Fuzzy,339,8,0,33,16,255,0,255,0,0,0
1478197959.932649,Fuzzy,305,8,0,128,0,0,65,127,11,2,0
1478200579.223006,DoS,672,8,36,0,154,29,151,2,189,0,0
1479121696.364993,Normal,304,8,70,127,0,255,28,126,9,43,0
1478200871.527983,Fuzzy,790,8,5,33,72,10,33,30,0,111,0
1478196713.69662,Fuzzy,160,8,92,129,116,9,0,31,2,0,0
1479121623.633051,Normal,704,8,20,0,0,0,0,0,0,0,0
1478200829.188133,RPM,339,8,0,33,16,255,0,255,0,0,0
1478201083.727536,gear,497,8,8,0,0,0,0,0,0,0,0
1478198154.582943,Fuzzy,339,8,0,33,16,255,0,255,0,0,0
1478200728.785609,Fuzzy,1087,8,0,64,96,255,126,171,9,0,0
1478197212.097029,Fuzzy,809,8,220,191,127,20,17,32,0,20,0
1478197204.988281,Fuzzy,848,8,5,32,116,104,122,0,0,67,0
1479121606.297925,Normal,790,8,5,66,248,13,66,35,4,124,0
1479121453.770331,Normal,497,8,0,167,122,208,7,124,240,7,0
1478197064.790129,Fuzzy,2,8,0,0,0,0,0,4,13,166,0
1478196730.866543,Fuzzy,790,8,5,33,120,9,33,32,0,111,0
1478198130.614399,Fuzzy,809,8,134,180,127,20,17,32,0,20,0
1478200747.351647,Fuzzy,339,8,0,33,16,255,0,255,0,0,0
1478194474.188195,gear,672,8,0,0,150,29,151,2,189,0,0
1478196314.819651,Fuzzy,948,8,179,226,66,123,74,3,116,7,1
1478191880.512121,RPM,790,8,69,41,36,255,41,36,0,255,1
1478196694.001823,Fuzzy,699,8,134,153,77,252,207,166,26,176,1
1478198157.754422,Fuzzy,224,8,19,100,12,157,248,90,215,184,1
1478196780.7266,Fuzzy,1088,8,255,0,0,0,255,205,8,0,0
1478195961.55953,Fuzzy,305,8,224,127,0,0,51,127,5,246,0
1478196737.910306,Fuzzy,672,8,4,0,154,29,151,2,189,0,0
1478196382.297715,Fuzzy,688,5,255,127,0,5,73,0,0,0,0
1478196929.827059,Fuzzy,1100,8,26,162,77,147,102,72,94,0,1
1478200778.202043,Fuzzy,304,8,18,128,0,255,14,128,10,29,0
1478194813.410246,gear,1087,8,1,69,96,255,107,0,0,0,1
1478200936.994495,Fuzzy,2,8,0,0,0,0,0,5,2,81,0
1478196312.440633,Fuzzy,880,8,0,32,0,0,0,0,0,0,0
1478196079.246895,Fuzzy,790,8,5,37,0,9,37,32,0,111,0
1478192379.958749,RPM,2,8,0,0,0,0,0,0,15,177,0
1478200971.705414,Fuzzy,672,8,68,0,155,29,151,2,189,0,0
1478197398.466209,Fuzzy,339,8,0,33,16,255,0,255,0,0,0
1479121490.994828,Normal,399,8,254,47,0,0,0,138,0,0,0
1478197203.862906,Fuzzy,790,8,5,34,116,9,34,33,0,110,0
1478200920.338447,gear,809,8,220,188,127,20,17,32,0,20,0
1478196190.640273,Fuzzy,304,8,23,128,0,255,42,128,2,247,0
1478200769.913121,Fuzzy,809,8,64,190,127,20,17,32,0,20,0
1478199332.46247,DoS,1201,8,41,39,39,35,0,0,0,154,0
1478196901.164275,Fuzzy,399,8,254,82,0,0,0,60,0,0,0
1478193822.269244,gear,608,8,24,32,30,48,8,142,108,47,0
1479121655.628971,Normal,1349,8,216,0,0,139,0,0,0,0,0
1479121899.191475,Normal,790,8,5,42,216,10,42,32,0,122,0
1479121771.779606,Normal,809,8,64,176,127,20,18,32,0,20,0
1478197617.916383,Fuzzy,1201,8,41,39,39,35,0,0,0,154,0
1478198032.498012,Fuzzy,1072,8,0,0,0,0,0,0,0,0,0
1478191167.321447,RPM,608,8,26,34,34,48,255,143,105,34,0
1478200766.082365,Fuzzy,305,8,0,128,0,0,26,127,14,147,0
1479121461.666292,Normal,704,8,20,0,0,0,0,0,0,0,0
1478196257.71613,Fuzzy,2,8,0,0,0,0,0,9,6,82,0
1478194706.716754,gear,704,8,21,0,0,0,0,0,0,0,0
1479121570.178992,Normal,809,8,220,185,127,20,17,52,41,20,0
1478196428.290001,Fuzzy,1264,8,0,0,0,128,0,104,209,19,0
1478191118.631376,RPM,790,8,5,33,48,10,33,30,0,116,0
1478197472.603806,Fuzzy,1520,2,0,0,0,0,0,0,0,0,0
1478192146.286889,RPM,608,8,25,34,34,48,255,144,112,45,0
1478193238.396062,gear,1087,8,1,69,96,255,107,0,0,0,1
1478191329.354439,RPM,339,8,0,33,16,255,0,255,0,0,0
1478197060.427031,Fuzzy,765,8,86,51,41,237,224,140,215,50,1
1479121591.211785,Normal,305,8,0,128,0,0,177,128,5,109,0
1478196944.339354,Fuzzy,1349,8,216,0,0,138,0,0,0,0,0
1478195921.419862,Fuzzy,2,8,0,0,0,0,0,0,7,89,0
1479121939.868448,Normal,809,8,12,185,127,20,17,32,0,20,0
1478195950.843557,Fuzzy,672,8,4,0,153,29,151,2,189,0,0
1478197187.186613,Fuzzy,848,8,5,32,36,104,122,0,0,19,0
1479121571.543989,Normal,304,8,141,130,0,255,7,128,6,202,0
1479121636.439372,Normal,1264,8,0,0,0,128,0,85,3,20,0
1478197076.830376,Fuzzy,304,8,23,128,0,255,16,128,1,247,0
1479121899.473109,Normal,672,8,0,0,117,29,1,4,221,0,0
1478196145.697294,Fuzzy,1580,8,255,57,214,218,125,98,241,40,1
1478196173.028478,Fuzzy,790,8,5,35,100,9,35,33,0,111,0
1478196242.06609,Fuzzy,257,8,208,210,87,108,44,220,4,92,1
1478201200.195307,RPM,399,8,254,89,0,0,0,65,0,0,0
1478195780.596247,Fuzzy,1201,8,41,39,39,35,0,0,0,154,0
1479121574.355435,Normal,608,8,25,86,78,48,255,182,180,81,0
1479121773.027628,Normal,790,8,5,38,184,12,38,39,14,123,0
1478197693.757679,Fuzzy,704,8,20,0,0,0,0,0,0,0,0
1478197346.745496,Fuzzy,809,8,12,189,127,20,17,32,0,20,0
1478196545.055986,Fuzzy,143,8,210,184,125,9,179,71,202,12,1
1478196448.506589,Fuzzy,336,8,113,70,97,61,142,205,216,218,1
1478201177.698025,Fuzzy,848,8,5,32,100,104,116,0,0,93,0
1478195935.866026,Fuzzy,672,8,36,0,153,29,151,2,189,0,0
1479121747.931945,Normal,339,8,0,0,0,255,0,255,0,0,0
1478196376.541272,Fuzzy,304,8,26,128,0,255,20,128,1,23,0
1478195884.085493,Fuzzy,960,8,27,199,200,218,180,18,11,35,1
1478192498.093779,RPM,320,8,0,0,0,0,2,32,37,146,0
1478197330.452281,Fuzzy,848,8,5,32,244,104,120,0,0,193,0
1478197103.517223,Fuzzy,1349,8,216,0,0,137,0,0,0,0,0
1478201127.08265,Fuzzy,704,8,20,0,0,0,0,0,0,0,0
1478191066.988806,RPM,2,8,0,0,0,0,0,8,7,3,0
1478196108.282686,Fuzzy,2,8,0,0,0,0,0,0,6,68,0
1478201195.962481,Fuzzy,1201,8,41,39,39,35,0,0,0,154,0
1478196630.93856,Fuzzy,790,8,5,34,108,9,34,32,0,111,0
1478196769.943729,Fuzzy,672,8,68,0,154,29,151,2,189,0,0
1478197837.446338,Fuzzy,855,8,232,107,168,34,227,54,199,132,1
1479121465.966072,Normal,608,8,14,65,88,48,255,163,189,95,0
1479121876.606352,Normal,1680,8,0,0,0,0,160,33,0,0,0
1478193246.001236,gear,339,8,0,33,16,255,0,255,0,0,0
1478197405.174907,Fuzzy,1411,8,43,42,188,73,157,202,17,165,1
1478197753.246347,Fuzzy,1680,8,0,0,1,0,160,34,0,0,0
1478197836.166929,Fuzzy,1201,8,41,39,39,35,0,0,0,154,0
1478196794.276065,Fuzzy,1349,8,216,0,0,139,0,0,0,0,0
1478196543.168735,Fuzzy,1178,8,148,82,4,209,155,138,27,204,1
1478195852.866003,Fuzzy,1349,8,216,0,0,138,0,0,0,0,0
1478197002.719609,Fuzzy,848,8,5,32,180,104,120,0,0,129,0
1478200606.717619,DoS,339,8,0,33,16,255,0,255,0,0,0
1479121605.750547,Normal,1442,8,4,0,165,3,0,0,0,0,0
1478200986.939267,Fuzzy,1088,8,255,0,0,0,255,206,8,0,0
1478200978.451772,Fuzzy,1201,8,41,39,39,35,0,0,0,154,0
1479121604.444609,Normal,848,8,5,40,212,102,106,0,0,245,0
1478198116.436697,Fuzzy,320,8,0,0,0,0,18,37,46,36,0
1478196537.015084,Fuzzy,1680,8,0,0,1,0,160,34,0,0,0
1478196581.70208,Fuzzy,2,8,0,0,0,0,0,9,6,82,0
1478197431.085732,Fuzzy,497,8,8,0,0,0,0,0,0,0,0
1478196811.788896,Fuzzy,608,8,25,34,34,48,8,142,109,40,0
1478198941.485963,DoS,1440,8,0,0,0,0,0,0,0,0,0
1479121838.68702,Normal,688,5,96,20,0,7,115,0,0,0,0
1478195894.782135,Fuzzy,305,8,14,128,0,0,76,127,15,242,0
1478198863.18953,DoS,0,8,0,0,0,0,0,0,0,0,1
1478198055.287934,Fuzzy,305,8,251,127,0,0,31,127,11,230,0
1478198155.163818,Fuzzy,790,8,5,33,128,9,33,32,0,111,0
1479121604.869394,Normal,608,8,35,44,43,48,255,147,95,62,0
1479121749.79377,Normal,304,8,176,127,0,255,4,129,8,25,0
1478197605.086952,Fuzzy,339,8,0,33,16,255,0,255,0,0,0
1478192545.59211,RPM,320,8,0,0,0,0,10,32,35,208,0
1479121861.9131,Normal,399,8,254,47,0,0,0,70,0,0,0
