ts,source,can_id,dlc,b0,b1,b2,b3,b4,b5,b6,b7,label
1478194735.69371,gear,1349,8,216,0,0,138,0,0,0,0,0
1478194165.565288,gear,704,8,21,0,0,0,0,0,0,0,0
1478194435.217495,gear,305,8,18,128,0,0,48,127,4,125,0
1478196142.774266,Fuzzy,672,8,36,0,153,29,151,2,189,0,0
1478193313.647636,gear,1087,8,1,69,96,255,107,0,0,0,1
1478195909.329536,Fuzzy,1087,8,16,64,96,255,125,197,8,0,0
1478197736.812769,Fuzzy,1349,8,216,0,0,128,0,0,0,0,0
1479121932.535962,Normal,1264,8,0,5,0,128,0,96,3,20,0
1478193270.316905,gear,399,8,254,66,0,0,0,75,0,0,0
1479121803.113173,Normal,809,8,64,178,127,20,18,32,0,20,0
1479121454.666276,Normal,809,8,135,186,126,20,17,32,0,20,0
1478193610.145084,gear,608,8,27,33,32,48,8,141,99,2,0
1478201016.461332,gear,880,8,0,32,0,0,0,0,0,0,0
1478201074.229624,gear,704,8,20,0,0,0,0,0,0,0,0
1479121723.894349,Normal,304,8,210,127,0,255,112,129,10,102,0
1478201020.875564,gear,1349,8,216,91,0,138,0,0,0,0,0
1478195855.233808,Fuzzy,1065,8,239,195,161,77,231,138,92,223,1
1479121464.059292,Normal,2,8,0,0,0,0,0,9,9,233,0
1478194988.288083,gear,704,8,21,0,0,0,0,0,0,0,0
1478196468.240844,Fuzzy,704,8,20,0,0,0,0,0,0,0,0
1478200808.720444,gear,608,8,26,35,35,48,8,142,108,38,0
1478193308.141997,gear,1087,8,1,69,96,255,107,0,0,0,1
1478196796.553616,Fuzzy,1349,8,216,86,0,138,0,0,0,0,0
1478192668.064594,RPM,339,8,0,33,16,255,0,255,0,0,0
1479121495.610551,Normal,848,8,5,40,100,102,107,0,0,68,0
1478193433.840156,gear,1088,8,255,0,0,0,255,249,9,0,0
1478193390.207656,gear,608,8,27,32,30,48,8,142,92,9,0
1478193510.970005,gear,320,8,0,0,0,0,6,32,39,174,0
1479121867.06458,Normal,1088,8,51,0,0,0,255,211,8,0,0
1478195009.04922,gear,1072,8,0,0,0,0,0,0,0,0,0
1479121535.595219,Normal,305,8,229,127,0,0,135,127,11,138,0
1478201068.335748,gear,809,8,134,186,127,20,17,32,0,20,0
1478193396.345995,gear,848,8,5,32,20,104,118,0,0,47,0
1478194321.839153,gear,1087,8,1,69,96,255,107,0,0,0,1
1478194748.989709,gear,399,8,254,81,0,0,0,75,0,0,0
1478192701.325963,RPM,399,8,254,70,0,0,0,60,0,0,0
1478193809.479392,gear,790,8,5,33,172,8,33,34,0,112,0
1478200170.474843,DoS,0,8,0,0,0,0,0,0,0,0,1
1478201127.979478,gear,1520,2,1,0,0,0,0,0,0,0,0
1478197952.082478,Fuzzy,672,8,68,0,154,29,151,2,189,0,0
1478194603.9604,gear,672,8,0,0,150,29,151,2,189,0,0
1478201061.161799,Fuzzy,1349,8,216,0,0,137,0,0,0,0,0
1479121633.495363,Normal,608,8,32,42,42,48,255,143,113,4,0
1478195132.998908,gear,1088,8,255,0,0,0,255,132,8,0,0
1478200951.345021,RPM,848,8,5,32,4,104,121,0,0,48,0
1478201046.682588,DoS,399,8,254,91,0,0,0,65,0,0,0
1478194243.939267,gear,672,8,0,0,150,29,151,2,189,0,0
1478200995.439505,gear,880,8,0,32,0,0,0,0,0,0,0
1479121767.000406,Normal,339,8,0,0,0,255,0,255,0,0,0
1478194853.272767,gear,790,8,5,35,76,12,35,31,0,111,0
1478200799.402127,Fuzzy,305,8,233,127,0,0,59,127,2,38,0
1479121774.607948,Normal,1680,8,0,0,0,0,160,33,0,0,0
1479121752.565937,Normal,809,8,64,179,127,20,17,54,27,20,0
1478193256.63404,gear,1087,8,1,69,96,255,107,0,0,0,1
1479121653.304512,Normal,1087,8,1,69,96,255,100,0,0,0,0
1478194782.468655,gear,848,8,5,32,4,104,118,0,0,63,0
1478194411.310136,gear,608,8,25,32,30,48,8,142,105,50,0
1478194302.205485,gear,880,8,0,32,0,0,0,0,0,0,0
1478194066.116626,gear,608,8,27,40,40,48,8,145,135,49,0
1478193251.984779,gear,1520,2,1,0,0,0,0,0,0,0,0
1479121847.874631,Normal,790,8,5,43,188,9,43,34,0,122,0
1478193405.220639,gear,848,8,5,32,148,104,118,0,0,175,0
1478201181.044602,gear,320,8,0,0,0,0,30,13,40,79,0
1479121665.045578,Normal,1087,8,2,69,96,255,101,235,23,0,0
1478193584.487829,gear,880,8,0,32,0,0,0,0,0,0,0
1479121931.746772,Normal,688,5,0,3,50,7,54,0,0,0,0
1478194183.974979,gear,848,8,5,32,212,104,117,0,0,236,0
1478193788.796144,gear,320,8,0,0,0,0,6,32,47,70,0
1478194125.116466,gear,1088,8,255,0,0,0,255,96,8,0,0
1478200892.375436,gear,1201,8,41,39,39,35,0,0,0,154,0
1478193396.824266,gear,497,8,8,0,0,0,0,0,0,0,0
1478192064.266575,RPM,339,8,0,33,16,255,0,255,0,0,0
1478191602.009217,RPM,399,8,254,73,0,0,0,60,0,0,0
1478201107.366749,DoS,339,8,0,33,16,255,0,255,0,0,0
1478200873.697197,gear,2,8,0,0,0,0,0,8,8,184,0
1478200945.283911,gear,161,8,126,137,0,0,36,0,0,0,0
1478195092.544147,gear,1087,8,1,69,96,255,107,0,0,0,1
1478193253.120961,gear,339,8,0,33,16,255,0,255,0,0,0
1479121632.89843,Normal,1072,8,0,0,0,0,0,0,0,0,0
1479121729.654768,Normal,320,8,0,0,0,0,8,33,42,106,0
1478193361.482885,gear,1087,8,1,69,96,255,107,0,0,0,1
1478200760.443654,gear,320,8,0,0,0,0,16,41,42,36,0
1478193807.564079,gear,848,8,5,32,68,104,114,0,0,123,0
1478200728.533412,gear,304,8,15,128,0,255,2,128,3,189,0
1478194086.732964,gear,305,8,0,128,0,0,42,127,2,39,0
1478199522.224988,DoS,305,8,23,128,0,0,25,127,7,221,0
1479121923.722294,Normal,320,8,0,0,0,0,10,0,42,80,0
1478201101.829347,gear,1349,8,216,0,0,137,0,0,0,0,0
1478194226.246591,gear,1087,8,1,69,96,255,107,0,0,0,1
1478194874.427475,gear,809,8,134,181,127,20,17,32,0,20,0
1478194680.17694,gear,608,8,28,33,35,48,8,147,89,2,0
1478193643.754646,gear,304,8,19,128,0,255,19,128,6,65,0
1478194414.096191,gear,1072,8,0,0,0,0,0,0,0,0,0
1478200936.515714,RPM,672,8,4,0,155,29,151,2,189,0,0
1478194242.872609,gear,1088,8,255,0,0,0,255,78,8,0,0
1478195094.796281,gear,304,8,10,128,0,255,36,128,13,26,0
1479121856.560413,Normal,688,5,113,20,0,7,157,0,0,0,0
1478194940.658931,gear,1088,8,255,0,0,0,255,236,7,0,0
1478194595.648268,gear,1087,8,1,69,96,255,107,0,0,0,1
1478200815.539676,gear,848,8,5,32,212,104,116,0,0,237,0
1478195065.896112,gear,1087,8,1,69,96,255,107,0,0,0,1
1478193974.527447,gear,305,8,14,128,0,0,48,127,13,138,0
1479121449.730475,Normal,1072,8,0,0,0,0,0,0,0,0,0
1478192487.738371,RPM,880,8,0,32,0,0,0,0,0,0,0
1478200427.101186,DoS,809,8,12,189,127,20,17,32,0,20,0
1478191167.454234,RPM,2,8,0,0,0,0,0,10,6,134,0
1479121475.571758,Normal,320,8,0,0,0,0,18,51,40,107,0
1478194893.333524,gear,1087,8,1,69,96,255,107,0,0,0,1
1478200839.635275,gear,809,8,64,180,127,20,17,32,0,20,0
1479121815.233573,Normal,880,8,0,46,0,1,0,0,0,0,0
1478193526.505607,gear,1087,8,16,64,96,255,122,11,8,0,0
1478194612.29207,gear,848,8,5,32,244,104,119,0,0,206,0
1478197297.001952,Fuzzy,1087,8,0,64,96,255,126,207,8,0,0
1478194738.857296,gear,848,8,5,32,84,104,117,0,0,108,0
1478193207.740435,gear,1680,8,0,0,1,0,160,2,0,0,0
1478201140.11096,gear,704,8,20,0,0,0,0,0,0,0,0
1479121456.430201,Normal,497,8,0,83,105,128,6,106,128,6,0
1478201135.27508,gear,339,8,0,33,16,255,0,255,0,0,0
1478197571.699287,Fuzzy,339,8,0,33,16,255,0,255,0,0,0
1478201202.664772,gear,399,8,254,89,0,0,0,65,0,0,0
1478193692.693581,gear,880,8,0,32,0,0,0,0,0,0,0
1478193360.519519,gear,1087,8,1,69,96,255,107,0,0,0,1
1478200825.086907,gear,608,8,25,34,34,48,8,142,112,4,0
1478193632.990181,gear,1087,8,16,64,96,255,122,52,12,0,0
1478194315.640676,gear,1072,8,0,0,0,0,0,0,0,0,0
1479121811.626076,Normal,809,8,220,179,127,20,17,32,0,20,0
1478193583.848919,gear,704,8,21,0,0,0,0,0,0,0,0
1478193400.568848,gear,399,8,254,78,0,0,0,73,0,0,0
1478199574.835905,DoS,1349,8,216,0,0,133,0,0,0,0,0
1478194452.694425,gear,1072,8,0,0,0,0,0,0,0,0,0
1478193381.927169,gear,880,8,0,32,0,0,0,0,0,0,0
1479121461.000767,Normal,608,8,16,28,28,48,255,155,127,4,0
1478193782.986823,gear,304,8,7,128,0,255,234,127,10,71,0
1479121920.02119,Normal,161,8,128,130,0,0,52,0,0,0,0
1478200752.461153,gear,1072,8,0,0,0,0,0,0,0,0,0
1478193244.15195,gear,339,8,0,33,16,255,0,255,0,0,0
1478194671.664462,gear,809,8,64,191,127,20,17,32,0,20,0
1479121639.354416,Normal,1087,8,1,69,96,255,100,127,1,0,0
1478194959.455394,gear,672,8,96,0,151,29,151,2,189,0,0
1478198536.252957,DoS,704,8,20,0,0,0,0,0,0,0,0
1478193368.747115,gear,1088,8,255,0,0,0,255,70,12,0,0
1478201108.217375,gear,1264,8,0,0,0,128,0,105,209,19,0
1478195956.68851,Fuzzy,608,8,26,34,34,48,8,142,108,23,0
1478194946.12573,gear,790,8,5,25,116,10,25,31,0,111,0
1478197333.175628,Fuzzy,399,8,254,89,0,0,0,60,0,0,0
1478194885.467936,gear,1087,8,1,69,96,255,107,0,0,0,1
1479121508.141043,Normal,672,8,64,0,107,29,1,4,221,0,0
1479121776.324881,Normal,790,8,53,97,168,22,97,22,13,122,0
1478197957.988005,Fuzzy,1349,8,216,0,0,136,0,0,0,0,0
1478194856.860301,gear,608,8,28,35,32,48,8,142,98,50,0
1479121587.271696,Normal,304,8,7,130,0,255,114,128,11,67,0
1478194189.667223,gear,339,8,0,33,16,255,0,255,0,0,0
1478194429.995177,gear,809,8,134,181,127,20,17,32,0,20,0
1479121814.503064,Normal,399,8,254,45,0,0,0,77,0,0,0
1478194450.714722,gear,1201,8,0,0,0,0,0,0,0,0,0
1478200942.019347,gear,790,8,5,34,112,9,34,33,0,110,0
1479121493.857839,Normal,304,8,174,125,0,255,164,126,13,245,0
1478195033.129485,gear,2,8,0,0,0,0,0,0,6,68,0
1478194614.920122,gear,1264,8,0,0,0,128,0,103,209,19,0
1478194937.075827,gear,809,8,134,188,127,20,17,32,0,20,0
1479121606.034075,Normal,848,8,5,40,196,102,106,0,0,229,0
1478198715.493346,DoS,1087,8,0,64,96,255,126,223,8,0,0
1479121814.878487,Normal,305,8,119,127,0,0,214,128,5,56,0
1478195939.048908,Fuzzy,624,8,130,70,25,219,128,254,14,104,1
1478193403.951234,gear,848,8,5,32,164,104,118,0,0,159,0
1478200810.928622,gear,608,8,26,35,35,48,8,142,113,51,0
1478195078.735177,gear,1087,8,1,69,96,255,107,0,0,0,1
1478193811.437967,gear,399,8,254,76,0,0,0,75,0,0,0
1478200839.02125,gear,1087,8,0,64,96,255,126,198,8,0,0
1478193430.403894,gear,305,8,251,127,0,0,43,127,14,161,0
1478200829.803328,gear,672,8,4,0,154,29,151,2,189,0,0
1478192308.512604,RPM,790,8,69,41,36,255,41,36,0,255,1
1479121730.238978,Normal,880,8,0,33,0,0,0,0,0,0,0
1478194890.928978,gear,1087,8,1,69,96,255,107,0,0,0,1
1478194904.605655,gear,848,8,5,32,180,104,116,0,0,141,0
1478194982.663115,gear,1088,8,255,0,0,0,255,184,11,0,0
1478199854.793387,DoS,1088,8,255,0,0,0,255,157,9,0,0
1478194030.439471,gear,1087,8,1,69,96,255,107,0,0,0,1
1478194516.58662,gear,880,8,0,32,0,0,0,0,0,0,0
1479121836.924094,Normal,399,8,254,46,0,0,0,75,0,0,0
1478201190.533698,gear,320,8,0,0,0,0,22,32,45,100,0
1478194807.225344,gear,1087,8,1,69,96,255,107,0,0,0,1
1478200921.375423,gear,1087,8,0,64,96,255,126,212,8,0,0
1478191854.888369,RPM,1264,8,0,0,0,128,0,103,209,19,0
1478194635.847995,gear,305,8,9,128,0,0,58,127,4,254,0
1478201097.6104,gear,399,8,254,94,0,0,0,60,0,0,0
1478200770.623648,gear,809,8,134,189,127,20,17,32,0,20,0
1478193211.118169,gear,880,8,0,32,0,0,0,0,0,0,0
1478195728.780861,Fuzzy,320,8,0,0,0,0,18,51,38,205,0
1478193938.175837,gear,704,8,21,0,0,0,0,0,0,0,0
1478194055.662616,gear,880,8,0,32,0,0,0,0,0,0,0
1478200759.422272,gear,1201,8,41,39,39,35,0,0,0,154,0
1478193843.163391,gear,1088,8,255,0,0,0,255,39,8,0,0
1478194993.85701,gear,672,8,64,0,151,29,151,2,189,0,0
1478193453.781709,gear,1088,8,255,0,0,0,255,42,8,0,0
1478192042.166112,RPM,1072,8,0,0,0,0,0,0,0,0,0
1478193689.387603,gear,1264,8,0,0,0,128,0,103,209,19,0
1478193884.597388,gear,608,8,17,28,32,48,8,150,120,4,0
1478201083.761778,gear,790,8,5,33,104,9,33,33,0,111,0
1478194261.292114,gear,848,8,5,32,68,104,115,0,0,122,0
1478193302.720847,gear,790,8,5,29,48,13,29,30,0,112,0
1478193726.109378,gear,339,8,0,33,16,255,0,255,0,0,0
1478194596.548326,gear,497,8,8,0,0,0,0,0,0,0,0
1479121627.621093,Normal,305,8,14,128,0,0,25,124,14,202,0
1478194069.285089,gear,880,8,0,32,0,0,0,0,0,0,0
1478198861.144671,DoS,304,8,25,128,0,255,6,128,8,30,0
1478201206.121125,RPM,809,8,134,182,127,20,17,32,0,20,0
1478198063.470248,Fuzzy,672,8,36,0,154,29,151,2,189,0,0
1478200778.422165,gear,161,8,127,138,0,0,35,0,0,0,0
1478200901.353535,DoS,399,8,254,92,0,0,0,65,0,0,0
1478194904.75672,gear,880,8,0,32,0,0,0,0,0,0,0
1478194650.015874,gear,848,8,5,32,212,104,121,0,0,224,0
1478199755.956839,DoS,880,8,0,32,0,0,0,0,0,0,0
1479121711.350115,Normal,672,8,0,0,113,29,1,4,221,0,0
1478194379.266961,gear,672,8,0,0,150,29,151,2,189,0,0
1478194810.900709,gear,304,8,253,127,0,255,29,128,6,80,0
1478197235.087335,Fuzzy,608,8,25,34,34,48,8,142,111,55,0
1478200822.3223,gear,704,8,20,0,0,0,0,0,0,0,0
1478194556.123057,gear,1087,8,1,69,96,255,107,0,0,0,1
1478194650.888904,gear,1520,2,1,0,0,0,0,0,0,0,0
1478192351.708878,RPM,790,8,69,41,36,255,41,36,0,255,1
1478194111.082132,gear,1087,8,1,69,96,255,107,0,0,0,1
1479121736.358964,Normal,608,8,27,83,57,48,255,175,175,114,0
1478194489.064958,gear,1087,8,16,64,96,255,124,1,8,0,0
1478197613.718366,Fuzzy,305,8,251,127,0,0,46,127,12,18,0
1478201174.874177,gear,304,8,17,128,0,255,38,128,15,175,0
1479121906.102428,Normal,2,8,0,0,0,0,0,3,8,54,0
1478194963.653418,gear,339,8,0,33,16,255,0,255,0,0,0
1479121443.731162,Normal,339,8,0,0,0,255,0,255,0,0,0
1478191710.368317,RPM,1088,8,255,0,0,0,255,183,8,0,0
1478200897.646658,gear,320,8,0,0,0,0,20,19,35,212,0
1478194221.547458,gear,320,8,0,0,0,0,2,39,44,158,0
1478195046.009014,gear,1087,8,1,69,96,255,107,0,0,0,1
1478194113.827702,gear,809,8,220,180,127,20,17,32,0,20,0
1479121540.166683,Normal,672,8,96,0,107,29,1,4,221,0,0
1479121776.36948,Normal,1072,8,0,0,0,0,0,0,0,0,0
1478200908.247337,RPM,790,8,5,34,32,10,34,30,0,111,0
1479121840.513241,Normal,880,8,0,32,0,0,0,0,0,0,0
1479121888.154214,Normal,688,5,99,0,0,7,2,0,0,0,0
1478194363.46758,gear,1087,8,1,69,96,255,107,0,0,0,1
1478194652.947522,gear,1087,8,1,69,96,255,107,0,0,0,1
1478201144.18402,gear,848,8,5,32,212,104,118,0,0,239,0
1478200823.530139,gear,1349,8,216,0,0,134,0,0,0,0,0
1478193277.211674,gear,399,8,254,66,0,0,0,75,0,0,0
1478198604.057294,DoS,0,8,0,0,0,0,0,0,0,0,1
1478194129.067335,gear,704,8,21,0,0,0,0,0,0,0,0
1478192176.089543,RPM,304,8,10,128,0,255,12,128,11,104,0
1478193652.692699,gear,339,8,0,33,16,255,0,255,0,0,0
1478200921.203357,gear,160,8,92,133,108,9,0,31,2,0,0
1478195076.397883,gear,399,8,254,87,0,0,0,60,0,0,0
1478195076.767688,gear,399,8,254,87,0,0,0,60,0,0,0
1478191966.051663,RPM,304,8,8,128,0,255,31,128,14,47,0
1478192392.079699,RPM,790,8,69,41,36,255,41,36,0,255,1
1478194485.212965,gear,1072,8,0,0,0,0,0,0,0,0,0
1478193578.168329,gear,1264,8,0,0,0,128,0,103,209,19,0
1478194338.722263,gear,704,8,21,0,0,0,0,0,0,0,0
1478192077.854052,RPM,672,8,32,0,143,29,150,2,189,0,0
1478194505.04675,gear,1087,8,1,69,96,255,107,0,0,0,1
1478201088.368145,gear,399,8,254,93,0,0,0,60,0,0,0
1478194276.612459,gear,2,8,0,0,0,0,0,8,15,235,0
1478194480.098074,gear,305,8,5,128,0,0,82,127,12,241,0
1478193641.069235,gear,399,8,254,71,0,0,0,60,0,0,0
1478194828.972874,gear,880,8,0,32,0,0,0,0,0,0,0
1478194556.195183,gear,1087,8,1,69,96,255,107,0,0,0,1
1478191813.6644,RPM,790,8,5,34,24,10,34,29,0,114,0
1478194069.361576,gear,1087,8,1,69,96,255,107,0,0,0,1
1478194405.117564,gear,2,8,0,0,0,0,0,3,2,228,0
1478193494.164454,gear,848,8,5,32,180,104,117,0,0,140,0
1479121601.263236,Normal,608,8,34,38,39,48,255,144,84,38,0
1478193970.91934,gear,1088,8,255,0,0,0,255,247,7,0,0
1478194083.083566,gear,809,8,134,190,127,20,17,32,0,20,0
1478194883.638432,gear,672,8,96,0,151,29,151,2,189,0,0
1478194424.198634,gear,305,8,5,128,0,0,43,127,6,232,0
1478193606.112728,gear,1087,8,1,69,96,255,107,0,0,0,1
1478193585.80576,gear,305,8,9,128,0,0,48,127,3,162,0
1478193576.535258,gear,1072,8,0,0,0,0,0,0,0,0,0
1478201068.203148,Fuzzy,880,8,0,32,0,0,0,0,0,0,0
1478197368.583157,Fuzzy,1539,8,118,214,248,202,10,23,190,17,1
1479121632.225584,Normal,704,8,20,0,0,0,0,0,0,0,0
1478195025.893334,gear,848,8,5,32,20,104,117,0,0,44,0
1478194390.390372,gear,1088,8,255,0,0,0,255,65,9,0,0
1478195040.884133,gear,160,8,94,129,36,13,0,32,2,0,0
1479121563.763482,Normal,339,8,0,0,0,255,0,255,0,0,0
1478193583.725685,gear,305,8,247,127,0,0,39,127,3,145,0
1479121926.361204,Normal,2,8,0,0,0,0,0,3,2,228,0
1479121673.211486,Normal,790,8,5,24,36,18,24,27,34,123,0
1478201121.867111,Fuzzy,1088,8,255,0,0,0,255,204,8,0,0
1478194010.882282,gear,399,8,254,78,0,0,0,60,0,0,0
1478193324.337455,gear,339,8,0,33,16,255,0,255,0,0,0
1478194292.792687,gear,320,8,0,0,0,0,4,3,33,66,0
1478194672.565447,gear,1088,8,255,0,0,0,255,199,11,0,0
1478194398.846851,gear,2,8,0,0,0,0,0,6,15,4,0
1479121895.623061,Normal,339,8,0,0,0,255,0,255,0,0,0
1478194408.66313,gear,809,8,220,183,127,20,17,32,0,20,0
1478193484.817815,gear,1087,8,1,69,96,255,107,0,0,0,1
1478201038.538948,gear,2,8,0,0,0,0,0,9,13,157,0
1478200910.185143,gear,304,8,18,128,0,255,32,128,9,3,0
1478194739.428176,gear,672,8,64,0,151,29,151,2,189,0,0
1479121535.270514,Normal,880,8,0,33,0,0,0,0,0,0,0
1478200814.238238,DoS,1349,8,216,91,0,128,0,0,0,0,0
1478201030.546754,gear,809,8,64,182,127,20,17,32,0,20,0
1478196569.03184,Fuzzy,339,8,0,33,16,255,0,255,0,0,0
1478201143.552241,gear,790,8,5,35,104,9,35,34,0,109,0
1478192237.491195,RPM,608,8,25,34,34,48,255,142,113,45,0
1478200746.184066,Fuzzy,790,8,5,34,144,9,34,33,0,111,0
1479121892.542273,Normal,1072,8,0,0,0,0,0,0,0,0,0
1479121670.098645,Normal,304,8,19,128,0,255,204,127,6,62,0
1478201163.688309,gear,1088,8,255,0,0,0,255,190,8,0,0
1479121455.924926,Normal,809,8,64,186,126,20,17,32,0,20,0
1478191162.433769,RPM,1201,8,0,0,0,0,0,0,0,0,0
1478194640.631066,gear,1087,8,1,69,96,255,107,0,0,0,1
1478193999.231792,gear,790,8,5,33,96,12,33,31,0,112,0
1479121796.787893,Normal,399,8,254,44,0,0,0,79,0,0,0
1478200832.442904,gear,704,8,20,0,0,0,0,0,0,0,0
1478194171.367335,gear,1072,8,0,0,0,0,0,0,0,0,0
1479121899.735154,Normal,1087,8,7,71,96,255,107,200,0,0,0
1478194420.566685,gear,305,8,0,128,0,0,57,127,11,70,0
1478201124.766958,gear,305,8,18,128,0,0,79,127,12,91,0
1478194645.169609,gear,1349,8,216,0,0,138,0,0,0,0,0
1478201142.842907,gear,399,8,254,86,0,0,0,60,0,0,0
1478201152.645327,gear,399,8,254,86,0,0,0,60,0,0,0
1478194180.596743,gear,1087,8,1,69,96,255,107,0,0,0,1
1478193748.357475,gear,161,8,135,139,0,0,32,0,0,0,0
1478195122.75544,gear,320,8,0,0,0,0,10,0,41,119,0
1478194141.456212,gear,704,8,21,0,0,0,0,0,0,0,0
1479121518.676078,Normal,704,8,20,0,0,0,0,0,0,0,0
1478193237.753861,gear,320,8,0,0,0,0,8,32,44,104,0
1478193455.301062,gear,880,8,0,32,0,0,0,0,0,0,0
1478194531.873061,gear,304,8,29,128,0,255,16,128,6,204,0
1479121831.972695,Normal,1088,8,255,14,0,0,255,0,0,0,0
1478201151.017231,gear,880,8,0,32,0,0,0,0,0,0,0
1478201136.159546,gear,1349,8,216,96,0,129,0,0,0,0,0
1478194816.983181,gear,399,8,254,86,0,0,0,60,0,0,0
1478193828.291097,gear,1087,8,16,64,96,255,123,199,7,0,0
1478199469.737014,DoS,339,8,0,33,16,255,0,255,0,0,0
1478193643.481594,gear,1087,8,1,69,96,255,107,0,0,0,1
1478194329.70001,gear,704,8,21,0,0,0,0,0,0,0,0
1478199026.651354,DoS,1349,8,216,96,0,138,0,0,0,0,0
1478194232.556451,gear,1087,8,1,69,96,255,107,0,0,0,1
1478194665.975983,gear,320,8,0,0,0,0,20,34,41,139,0
1478193960.99909,gear,1087,8,1,69,96,255,107,0,0,0,1
1478193756.274654,gear,1349,8,216,107,0,139,0,0,0,0,0
1478193791.479014,gear,1088,8,255,0,0,0,255,89,8,0,0
1478193698.652087,gear,304,8,18,128,0,255,20,128,8,48,0
1478199631.667672,DoS,0,8,0,0,0,0,0,0,0,0,1
1478194360.229468,gear,305,8,0,128,0,0,74,127,9,184,0
1479121684.167958,Normal,848,8,5,40,68,103,106,0,0,100,0
1478201013.475605,gear,848,8,5,32,132,104,117,0,0,188,0
1478200796.021699,gear,790,8,5,35,108,9,35,34,0,109,0
1478193639.224161,gear,320,8,0,0,0,0,4,32,33,227,0
1478194066.087905,gear,1520,2,1,0,0,0,0,0,0,0,0
1479121541.614079,Normal,608,8,19,23,20,48,255,166,97,1,0
1478200946.303828,DoS,304,8,24,128,0,255,245,127,5,135,0
1478193921.825358,gear,1087,8,16,64,96,255,123,119,9,0,0
1478200958.463088,DoS,305,8,9,128,0,0,64,127,5,164,0
1479121627.153487,Normal,1087,8,1,69,96,255,99,0,0,0,0
1478193975.961196,gear,399,8,254,76,0,0,0,66,0,0,0
1478200951.5121,gear,608,8,25,34,35,48,8,142,115,17,0
1479121809.118154,Normal,608,8,26,39,39,48,255,147,148,28,0
1478191425.62099,RPM,320,8,0,0,0,0,2,32,32,251,0
1479121452.334559,Normal,704,8,20,0,0,0,0,0,0,0,0
1479121922.735998,Normal,1264,8,0,0,0,128,0,96,3,20,0
1478199367.618568,DoS,704,8,20,0,0,0,0,0,0,0,0
1479121764.210874,Normal,1088,8,255,5,35,0,255,168,15,80,0
1478192463.554898,RPM,339,8,0,33,16,255,0,255,0,0,0
1479121810.738931,Normal,320,8,0,0,0,0,12,20,39,77,0
1478195950.843557,Fuzzy,672,8,4,0,153,29,151,2,189,0,0
1478191926.626026,RPM,704,8,21,0,0,0,0,0,0,0,0
1478194788.886673,gear,608,8,19,29,31,48,8,148,115,8,0
1478193504.678918,gear,704,8,21,0,0,0,0,0,0,0,0
1478194815.38519,gear,790,8,5,29,176,12,29,30,0,111,0
